PARK,PLOT,SPECIES,Date,Phenophase,Value
BR,ALONE,CLAPUR,5/13/2025,FR,
BR,ALONE,CLAPUR,5/13/2025,V,15
BR,ALONE,CLAPUR,5/16/2025,B,
BR,ALONE,CLAPUR,5/16/2025,FL,
BR,ALONE,CLAPUR,5/16/2025,FR,
BR,ALONE,CLAPUR,5/16/2025,V,15
BR,ALONE,CLAPUR,5/20/2025,B,
BR,ALONE,CLAPUR,5/20/2025,FL,
BR,ALONE,CLAPUR,5/20/2025,FR,
BR,ALONE,CLAPUR,5/20/2025,V,15
BR,ALONE,CLAPUR,5/23/2025,B,
BR,ALONE,CLAPUR,5/23/2025,FL,
BR,ALONE,CLAPUR,5/23/2025,FR,
BR,ALONE,CLAPUR,5/23/2025,V,15
BR,ALONE,CLAPUR,5/27/2025,B,
BR,ALONE,CLAPUR,5/27/2025,FL,
BR,ALONE,CLAPUR,5/27/2025,FR,
BR,ALONE,CLAPUR,5/27/2025,V,15
BR,ALONE,CLAPUR,5/30/2025,B,
BR,ALONE,CLAPUR,5/30/2025,FL,
BR,ALONE,CLAPUR,5/30/2025,FR,
BR,ALONE,CLAPUR,5/30/2025,V,15
BR,ALONE,CLAPUR,6/2/2025,B,
BR,ALONE,CLAPUR,6/2/2025,FL,
BR,ALONE,CLAPUR,6/2/2025,FR,
BR,ALONE,CLAPUR,6/2/2025,V,15
BR,ALONE,CLAPUR,6/6/2025,B,5
BR,ALONE,CLAPUR,6/6/2025,FL,
BR,ALONE,CLAPUR,6/6/2025,FR,
BR,ALONE,CLAPUR,6/6/2025,V,10
BR,ALONE,CLAPUR,6/9/2025,B,6
BR,ALONE,CLAPUR,6/9/2025,FL,
BR,ALONE,CLAPUR,6/9/2025,FR,
BR,ALONE,CLAPUR,6/9/2025,V,9
BR,ALONE,CLAPUR,6/17/2025,B,5
BR,ALONE,CLAPUR,6/17/2025,FL,1
BR,ALONE,CLAPUR,6/17/2025,FR,
BR,ALONE,CLAPUR,6/17/2025,V,9
BR,ALONE,CLAPUR,6/20/2025,B,9
BR,ALONE,CLAPUR,6/20/2025,FL,2
BR,ALONE,CLAPUR,6/20/2025,FR,
BR,ALONE,CLAPUR,6/20/2025,V,5
BR,ALONE,CLAPUR,6/24/2025,B,8
BR,ALONE,CLAPUR,6/24/2025,FL,1
BR,ALONE,CLAPUR,6/24/2025,FR,1
BR,ALONE,CLAPUR,6/24/2025,V,6
BR,ALONE,CLAPUR,6/27/2025,B,11
BR,ALONE,CLAPUR,6/27/2025,FL,2
BR,ALONE,CLAPUR,6/27/2025,FR,1
BR,ALONE,CLAPUR,6/27/2025,V,13
BR,ALONE,COLLIN,3/25/2025,B,
BR,ALONE,COLLIN,3/25/2025,FL,
BR,ALONE,COLLIN,3/25/2025,FR,
BR,ALONE,COLLIN,3/25/2025,V,15
BR,ALONE,COLLIN,3/28/2025,B,1
BR,ALONE,COLLIN,3/28/2025,FL,
BR,ALONE,COLLIN,3/28/2025,FR,
BR,ALONE,COLLIN,3/28/2025,V,14
BR,ALONE,COLLIN,4/1/2025,B,
BR,ALONE,COLLIN,4/1/2025,FL,
BR,ALONE,COLLIN,4/1/2025,FR,
BR,ALONE,COLLIN,4/1/2025,V,15
BR,ALONE,COLLIN,4/4/2025,B,
BR,ALONE,COLLIN,4/4/2025,FL,
BR,ALONE,COLLIN,4/4/2025,FR,
BR,ALONE,COLLIN,4/4/2025,V,15
BR,ALONE,COLLIN,4/8/2025,B,
BR,ALONE,COLLIN,4/8/2025,FL,
BR,ALONE,COLLIN,4/8/2025,FR,
BR,ALONE,COLLIN,4/8/2025,V,15
BR,ALONE,COLLIN,4/11/2025,B,
BR,ALONE,COLLIN,4/11/2025,FL,
BR,ALONE,COLLIN,4/11/2025,FR,
BR,ALONE,COLLIN,4/11/2025,V,15
BR,ALONE,COLLIN,4/15/2025,B,
BR,ALONE,COLLIN,4/15/2025,FL,
BR,ALONE,COLLIN,4/15/2025,FR,
BR,ALONE,COLLIN,4/15/2025,V,15
BR,ALONE,COLLIN,4/18/2025,B,
BR,ALONE,COLLIN,4/18/2025,FL,
BR,ALONE,COLLIN,4/18/2025,FR,
BR,ALONE,COLLIN,4/18/2025,V,15
BR,ALONE,COLLIN,4/22/2025,B,
BR,ALONE,COLLIN,4/22/2025,FL,
BR,ALONE,COLLIN,4/22/2025,FR,
BR,ALONE,COLLIN,4/22/2025,V,15
BR,ALONE,COLLIN,4/25/2025,B,8
BR,ALONE,COLLIN,4/25/2025,FL,
BR,ALONE,COLLIN,4/25/2025,FR,
BR,ALONE,COLLIN,4/25/2025,V,7
BR,ALONE,COLLIN,4/29/2025,B,4
BR,ALONE,COLLIN,4/29/2025,FL,
BR,ALONE,COLLIN,4/29/2025,FR,
BR,ALONE,COLLIN,4/29/2025,V,11
BR,ALONE,COLLIN,5/2/2025,B,4
BR,ALONE,COLLIN,5/2/2025,FL,
BR,ALONE,COLLIN,5/2/2025,FR,
BR,ALONE,COLLIN,5/2/2025,V,11
BR,ALONE,COLLIN,5/6/2025,B,4
BR,ALONE,COLLIN,5/6/2025,FL,
BR,ALONE,COLLIN,5/6/2025,FR,
BR,ALONE,COLLIN,5/6/2025,V,11
BR,ALONE,COLLIN,5/9/2025,B,5
BR,ALONE,COLLIN,5/9/2025,FL,
BR,ALONE,COLLIN,5/9/2025,FR,
BR,ALONE,COLLIN,5/9/2025,V,10
BR,ALONE,COLLIN,5/13/2025,B,7
BR,ALONE,COLLIN,5/13/2025,FL,1
BR,ALONE,COLLIN,5/13/2025,FR,
BR,ALONE,COLLIN,5/13/2025,V,8
BR,ALONE,COLLIN,5/16/2025,B,10
BR,ALONE,COLLIN,5/16/2025,FL,2
BR,ALONE,COLLIN,5/16/2025,FR,
BR,ALONE,COLLIN,5/16/2025,V,2
BR,ALONE,COLLIN,5/20/2025,B,7
BR,ALONE,COLLIN,5/20/2025,FL,2
BR,ALONE,COLLIN,5/20/2025,FR,
BR,ALONE,COLLIN,5/20/2025,V,5
BR,ALONE,COLLIN,5/23/2025,B,10
BR,ALONE,COLLIN,5/23/2025,FL,2
BR,ALONE,COLLIN,5/23/2025,FR,
BR,ALONE,COLLIN,5/23/2025,V,
BR,ALONE,COLLIN,5/27/2025,B,7
BR,ALONE,COLLIN,5/27/2025,FL,4
BR,ALONE,COLLIN,5/27/2025,FR,2
BR,ALONE,COLLIN,5/27/2025,V,3
BR,ALONE,COLLIN,5/30/2025,B,4
BR,ALONE,COLLIN,5/30/2025,FL,3
BR,ALONE,COLLIN,5/30/2025,FR,2
BR,ALONE,COLLIN,5/30/2025,V,3
BR,ALONE,COLLIN,6/2/2025,B,4
BR,ALONE,COLLIN,6/2/2025,FL,3
BR,ALONE,COLLIN,6/2/2025,FR,2
BR,ALONE,COLLIN,6/2/2025,V,1
BR,ALONE,COLLIN,6/6/2025,B,
BR,ALONE,COLLIN,6/6/2025,FL,1
BR,ALONE,COLLIN,6/6/2025,FR,4
BR,ALONE,COLLIN,6/6/2025,V,
BR,ALONE,COLLIN,6/9/2025,B,
BR,ALONE,COLLIN,6/9/2025,FL,
BR,ALONE,COLLIN,6/9/2025,FR,2
BR,ALONE,COLLIN,6/9/2025,V,
BR,ALONE,COLLIN,6/17/2025,B,
BR,ALONE,COLLIN,6/17/2025,FL,
BR,ALONE,COLLIN,6/17/2025,FR,
BR,ALONE,COLLIN,6/17/2025,V,
BR,ALONE,COLLIN,6/20/2025,B,
BR,ALONE,COLLIN,6/20/2025,FL,
BR,ALONE,COLLIN,6/20/2025,FR,
BR,ALONE,COLLIN,6/20/2025,V,
BR,ALONE,COLLIN,6/24/2025,B,
BR,ALONE,COLLIN,6/24/2025,FL,
BR,ALONE,COLLIN,6/24/2025,FR,1
BR,ALONE,COLLIN,6/24/2025,V,
BR,ALONE,COLLIN,6/27/2025,B,
BR,ALONE,COLLIN,6/27/2025,FL,
BR,ALONE,COLLIN,6/27/2025,FR,1
BR,ALONE,COLLIN,6/27/2025,V,
BR,ALONE,COLLOM,3/25/2025,B,
BR,ALONE,COLLOM,3/25/2025,FL,
BR,ALONE,COLLOM,3/25/2025,FR,
BR,ALONE,COLLOM,3/25/2025,V,15
BR,ALONE,COLLOM,3/28/2025,B,
BR,ALONE,COLLOM,3/28/2025,FL,
BR,ALONE,COLLOM,3/28/2025,FR,
BR,ALONE,COLLOM,3/28/2025,V,15
BR,ALONE,COLLOM,4/1/2025,B,
BR,ALONE,COLLOM,4/1/2025,FL,
BR,ALONE,COLLOM,4/1/2025,FR,
BR,ALONE,COLLOM,4/1/2025,V,15
BR,ALONE,COLLOM,4/4/2025,B,
BR,ALONE,COLLOM,4/4/2025,FL,
BR,ALONE,COLLOM,4/4/2025,FR,
BR,ALONE,COLLOM,4/4/2025,V,15
BR,ALONE,COLLOM,4/8/2025,B,
BR,ALONE,COLLOM,4/8/2025,FL,
BR,ALONE,COLLOM,4/8/2025,FR,
BR,ALONE,COLLOM,4/8/2025,V,15
BR,ALONE,COLLOM,4/11/2025,B,
BR,ALONE,COLLOM,4/11/2025,FL,
BR,ALONE,COLLOM,4/11/2025,FR,
BR,ALONE,COLLOM,4/11/2025,V,15
BR,ALONE,COLLOM,4/15/2025,B,
BR,ALONE,COLLOM,4/15/2025,FL,
BR,ALONE,COLLOM,4/15/2025,FR,
BR,ALONE,COLLOM,4/15/2025,V,15
BR,ALONE,COLLOM,4/18/2025,B,
BR,ALONE,COLLOM,4/18/2025,FL,
BR,ALONE,COLLOM,4/18/2025,FR,
BR,ALONE,COLLOM,4/18/2025,V,15
BR,ALONE,COLLOM,4/22/2025,B,
BR,ALONE,COLLOM,4/22/2025,FL,
BR,ALONE,COLLOM,4/22/2025,FR,
BR,ALONE,COLLOM,4/22/2025,V,15
BR,ALONE,COLLOM,4/25/2025,B,
BR,ALONE,COLLOM,4/25/2025,FL,
BR,ALONE,COLLOM,4/25/2025,FR,
BR,ALONE,COLLOM,4/25/2025,V,15
BR,ALONE,COLLOM,4/29/2025,B,
BR,ALONE,COLLOM,4/29/2025,FL,
BR,ALONE,COLLOM,4/29/2025,FR,
BR,ALONE,COLLOM,4/29/2025,V,15
BR,ALONE,COLLOM,5/2/2025,B,
BR,ALONE,COLLOM,5/2/2025,FL,
BR,ALONE,COLLOM,5/2/2025,FR,
BR,ALONE,COLLOM,5/2/2025,V,15
BR,ALONE,COLLOM,5/6/2025,B,
BR,ALONE,COLLOM,5/6/2025,FL,
BR,ALONE,COLLOM,5/6/2025,FR,
BR,ALONE,COLLOM,5/6/2025,V,15
BR,ALONE,COLLOM,5/9/2025,B,
BR,ALONE,COLLOM,5/9/2025,FL,
BR,ALONE,COLLOM,5/9/2025,FR,
BR,ALONE,COLLOM,5/9/2025,V,15
BR,ALONE,COLLOM,5/13/2025,B,
BR,ALONE,COLLOM,5/13/2025,FL,
BR,ALONE,COLLOM,5/13/2025,FR,
BR,ALONE,COLLOM,5/13/2025,V,15
BR,ALONE,COLLOM,5/16/2025,B,
BR,ALONE,COLLOM,5/16/2025,FL,
BR,ALONE,COLLOM,5/16/2025,FR,
BR,ALONE,COLLOM,5/16/2025,V,15
BR,ALONE,COLLOM,5/20/2025,B,
BR,ALONE,COLLOM,5/20/2025,FL,
BR,ALONE,COLLOM,5/20/2025,FR,
BR,ALONE,COLLOM,5/20/2025,V,15
BR,ALONE,COLLOM,5/23/2025,B,
BR,ALONE,COLLOM,5/23/2025,FL,
BR,ALONE,COLLOM,5/23/2025,FR,
BR,ALONE,COLLOM,5/23/2025,V,15
BR,ALONE,COLLOM,5/27/2025,B,
BR,ALONE,COLLOM,5/27/2025,FL,
BR,ALONE,COLLOM,5/27/2025,FR,
BR,ALONE,COLLOM,5/27/2025,V,15
BR,ALONE,COLLOM,5/30/2025,B,
BR,ALONE,COLLOM,5/30/2025,FL,
BR,ALONE,COLLOM,5/30/2025,FR,
BR,ALONE,COLLOM,5/30/2025,V,15
BR,ALONE,COLLOM,6/2/2025,B,
BR,ALONE,COLLOM,6/2/2025,FL,
BR,ALONE,COLLOM,6/2/2025,FR,
BR,ALONE,COLLOM,6/2/2025,V,15
BR,ALONE,COLLOM,6/6/2025,B,
BR,ALONE,COLLOM,6/6/2025,FL,
BR,ALONE,COLLOM,6/6/2025,FR,
BR,ALONE,COLLOM,6/6/2025,V,15
BR,ALONE,COLLOM,6/9/2025,B,
BR,ALONE,COLLOM,6/9/2025,FL,
BR,ALONE,COLLOM,6/9/2025,FR,
BR,ALONE,COLLOM,6/9/2025,V,15
BR,ALONE,COLLOM,6/17/2025,B,
BR,ALONE,COLLOM,6/17/2025,FL,
BR,ALONE,COLLOM,6/17/2025,FR,
BR,ALONE,COLLOM,6/17/2025,V,11
BR,ALONE,COLLOM,6/20/2025,B,2
BR,ALONE,COLLOM,6/20/2025,FL,
BR,ALONE,COLLOM,6/20/2025,FR,
BR,ALONE,COLLOM,6/20/2025,V,9
BR,ALONE,COLLOM,6/24/2025,B,
BR,ALONE,COLLOM,6/24/2025,FL,4
BR,ALONE,COLLOM,6/24/2025,FR,2
BR,ALONE,COLLOM,6/24/2025,V,6
BR,ALONE,COLLOM,6/27/2025,B,6
BR,ALONE,COLLOM,6/27/2025,FL,6
BR,ALONE,COLLOM,6/27/2025,FR,6
BR,ALONE,COLLOM,6/27/2025,V,6
BR,ALONE,EPIDEN,3/25/2025,B,
BR,ALONE,EPIDEN,3/25/2025,FL,
BR,ALONE,EPIDEN,3/25/2025,FR,
BR,ALONE,EPIDEN,3/25/2025,V,15
BR,ALONE,EPIDEN,3/28/2025,B,
BR,ALONE,EPIDEN,3/28/2025,FL,
BR,ALONE,EPIDEN,3/28/2025,FR,
BR,ALONE,EPIDEN,3/28/2025,V,15
BR,ALONE,EPIDEN,4/1/2025,B,
BR,ALONE,EPIDEN,4/1/2025,FL,
BR,ALONE,EPIDEN,4/1/2025,FR,
BR,ALONE,EPIDEN,4/1/2025,V,15
BR,ALONE,EPIDEN,4/4/2025,B,
BR,ALONE,EPIDEN,4/4/2025,FL,
BR,ALONE,EPIDEN,4/4/2025,FR,
BR,ALONE,EPIDEN,4/4/2025,V,15
BR,ALONE,EPIDEN,4/8/2025,B,
BR,ALONE,EPIDEN,4/8/2025,FL,
BR,ALONE,EPIDEN,4/8/2025,FR,
BR,ALONE,EPIDEN,4/8/2025,V,15
BR,ALONE,EPIDEN,4/11/2025,B,
BR,ALONE,EPIDEN,4/11/2025,FL,
BR,ALONE,EPIDEN,4/11/2025,FR,
BR,ALONE,EPIDEN,4/11/2025,V,15
BR,ALONE,EPIDEN,4/15/2025,B,
BR,ALONE,EPIDEN,4/15/2025,FL,
BR,ALONE,EPIDEN,4/15/2025,FR,
BR,ALONE,EPIDEN,4/15/2025,V,15
BR,ALONE,EPIDEN,4/18/2025,B,
BR,ALONE,EPIDEN,4/18/2025,FL,
BR,ALONE,EPIDEN,4/18/2025,FR,
BR,ALONE,EPIDEN,4/18/2025,V,15
BR,ALONE,EPIDEN,4/22/2025,B,
BR,ALONE,EPIDEN,4/22/2025,FL,
BR,ALONE,EPIDEN,4/22/2025,FR,
BR,ALONE,EPIDEN,4/22/2025,V,15
BR,ALONE,EPIDEN,4/25/2025,B,
BR,ALONE,EPIDEN,4/25/2025,FL,
BR,ALONE,EPIDEN,4/25/2025,FR,
BR,ALONE,EPIDEN,4/25/2025,V,15
BR,ALONE,EPIDEN,4/29/2025,B,
BR,ALONE,EPIDEN,4/29/2025,FL,
BR,ALONE,EPIDEN,4/29/2025,FR,
BR,ALONE,EPIDEN,4/29/2025,V,15
BR,ALONE,EPIDEN,5/2/2025,B,
BR,ALONE,EPIDEN,5/2/2025,FL,
BR,ALONE,EPIDEN,5/2/2025,FR,
BR,ALONE,EPIDEN,5/2/2025,V,15
BR,ALONE,EPIDEN,5/6/2025,B,
BR,ALONE,EPIDEN,5/6/2025,FL,
BR,ALONE,EPIDEN,5/6/2025,FR,
BR,ALONE,EPIDEN,5/6/2025,V,15
BR,ALONE,EPIDEN,5/9/2025,B,
BR,ALONE,EPIDEN,5/9/2025,FL,
BR,ALONE,EPIDEN,5/9/2025,FR,
BR,ALONE,EPIDEN,5/9/2025,V,15
BR,ALONE,EPIDEN,5/13/2025,B,
BR,ALONE,EPIDEN,5/13/2025,FL,
BR,ALONE,EPIDEN,5/13/2025,FR,
BR,ALONE,EPIDEN,5/13/2025,V,15
BR,ALONE,EPIDEN,5/16/2025,B,
BR,ALONE,EPIDEN,5/16/2025,FL,
BR,ALONE,EPIDEN,5/16/2025,FR,
BR,ALONE,EPIDEN,5/16/2025,V,15
BR,ALONE,EPIDEN,5/20/2025,B,
BR,ALONE,EPIDEN,5/20/2025,FL,
BR,ALONE,EPIDEN,5/20/2025,FR,
BR,ALONE,EPIDEN,5/20/2025,V,15
BR,ALONE,EPIDEN,5/23/2025,B,
BR,ALONE,EPIDEN,5/23/2025,FL,
BR,ALONE,EPIDEN,5/23/2025,FR,
BR,ALONE,EPIDEN,5/23/2025,V,15
BR,ALONE,EPIDEN,5/27/2025,B,
BR,ALONE,EPIDEN,5/27/2025,FL,
BR,ALONE,EPIDEN,5/27/2025,FR,
BR,ALONE,EPIDEN,5/27/2025,V,15
BR,ALONE,EPIDEN,5/30/2025,B,
BR,ALONE,EPIDEN,5/30/2025,FL,
BR,ALONE,EPIDEN,5/30/2025,FR,
BR,ALONE,EPIDEN,5/30/2025,V,15
BR,ALONE,EPIDEN,6/2/2025,B,
BR,ALONE,EPIDEN,6/2/2025,FL,
BR,ALONE,EPIDEN,6/2/2025,FR,
BR,ALONE,EPIDEN,6/2/2025,V,15
BR,ALONE,EPIDEN,6/6/2025,B,
BR,ALONE,EPIDEN,6/6/2025,FL,
BR,ALONE,EPIDEN,6/6/2025,FR,
BR,ALONE,EPIDEN,6/6/2025,V,15
BR,ALONE,EPIDEN,6/9/2025,B,
BR,ALONE,EPIDEN,6/9/2025,FL,
BR,ALONE,EPIDEN,6/9/2025,FR,
BR,ALONE,EPIDEN,6/9/2025,V,15
BR,ALONE,EPIDEN,6/17/2025,B,3
BR,ALONE,EPIDEN,6/17/2025,FL,
BR,ALONE,EPIDEN,6/17/2025,FR,
BR,ALONE,EPIDEN,6/17/2025,V,12
BR,ALONE,EPIDEN,6/20/2025,B,9
BR,ALONE,EPIDEN,6/20/2025,FL,1
BR,ALONE,EPIDEN,6/20/2025,FR,
BR,ALONE,EPIDEN,6/20/2025,V,5
BR,ALONE,EPIDEN,6/24/2025,B,5
BR,ALONE,EPIDEN,6/24/2025,FL,
BR,ALONE,EPIDEN,6/24/2025,FR,
BR,ALONE,EPIDEN,6/24/2025,V,9
BR,ALONE,EPIDEN,6/27/2025,B,9
BR,ALONE,EPIDEN,6/27/2025,FL,5
BR,ALONE,EPIDEN,6/27/2025,FR,
BR,ALONE,EPIDEN,6/27/2025,V,5
BR,ALONE,GILCAP,3/25/2025,B,
BR,ALONE,GILCAP,3/25/2025,FL,
BR,ALONE,GILCAP,3/25/2025,FR,
BR,ALONE,GILCAP,3/25/2025,V,15
BR,ALONE,GILCAP,3/28/2025,B,
BR,ALONE,GILCAP,3/28/2025,FL,
BR,ALONE,GILCAP,3/28/2025,FR,
BR,ALONE,GILCAP,3/28/2025,V,15
BR,ALONE,GILCAP,4/1/2025,B,
BR,ALONE,GILCAP,4/1/2025,FL,
BR,ALONE,GILCAP,4/1/2025,FR,
BR,ALONE,GILCAP,4/1/2025,V,15
BR,ALONE,GILCAP,4/4/2025,B,
BR,ALONE,GILCAP,4/4/2025,FL,
BR,ALONE,GILCAP,4/4/2025,FR,
BR,ALONE,GILCAP,4/4/2025,V,15
BR,ALONE,GILCAP,4/8/2025,B,
BR,ALONE,GILCAP,4/8/2025,FL,
BR,ALONE,GILCAP,4/8/2025,FR,
BR,ALONE,GILCAP,4/8/2025,V,15
BR,ALONE,GILCAP,4/11/2025,B,
BR,ALONE,GILCAP,4/11/2025,FL,
BR,ALONE,GILCAP,4/11/2025,FR,
BR,ALONE,GILCAP,4/11/2025,V,15
BR,ALONE,GILCAP,4/15/2025,B,
BR,ALONE,GILCAP,4/15/2025,FL,
BR,ALONE,GILCAP,4/15/2025,FR,
BR,ALONE,GILCAP,4/15/2025,V,15
BR,ALONE,GILCAP,4/18/2025,B,
BR,ALONE,GILCAP,4/18/2025,FL,
BR,ALONE,GILCAP,4/18/2025,FR,
BR,ALONE,GILCAP,4/18/2025,V,15
BR,ALONE,GILCAP,4/22/2025,B,
BR,ALONE,GILCAP,4/22/2025,FL,
BR,ALONE,GILCAP,4/22/2025,FR,
BR,ALONE,GILCAP,4/22/2025,V,15
BR,ALONE,GILCAP,4/25/2025,B,
BR,ALONE,GILCAP,4/25/2025,FL,
BR,ALONE,GILCAP,4/25/2025,FR,
BR,ALONE,GILCAP,4/25/2025,V,15
BR,ALONE,GILCAP,4/29/2025,B,
BR,ALONE,GILCAP,4/29/2025,FL,
BR,ALONE,GILCAP,4/29/2025,FR,
BR,ALONE,GILCAP,4/29/2025,V,15
BR,ALONE,GILCAP,5/2/2025,B,
BR,ALONE,GILCAP,5/2/2025,FL,
BR,ALONE,GILCAP,5/2/2025,FR,
BR,ALONE,GILCAP,5/2/2025,V,15
BR,ALONE,GILCAP,5/6/2025,B,1
BR,ALONE,GILCAP,5/6/2025,FL,
BR,ALONE,GILCAP,5/6/2025,FR,
BR,ALONE,GILCAP,5/6/2025,V,14
BR,ALONE,GILCAP,5/9/2025,B,1
BR,ALONE,GILCAP,5/9/2025,FL,
BR,ALONE,GILCAP,5/9/2025,FR,
BR,ALONE,GILCAP,5/9/2025,V,15
BR,ALONE,GILCAP,5/13/2025,B,3
BR,ALONE,GILCAP,5/13/2025,FL,
BR,ALONE,GILCAP,5/13/2025,FR,
BR,ALONE,GILCAP,5/13/2025,V,12
BR,ALONE,GILCAP,5/16/2025,B,2
BR,ALONE,GILCAP,5/16/2025,FL,
BR,ALONE,GILCAP,5/16/2025,FR,
BR,ALONE,GILCAP,5/16/2025,V,13
BR,ALONE,GILCAP,5/20/2025,B,4
BR,ALONE,GILCAP,5/20/2025,FL,
BR,ALONE,GILCAP,5/20/2025,FR,
BR,ALONE,GILCAP,5/20/2025,V,11
BR,ALONE,GILCAP,5/23/2025,B,2
BR,ALONE,GILCAP,5/23/2025,FL,
BR,ALONE,GILCAP,5/23/2025,FR,
BR,ALONE,GILCAP,5/23/2025,V,11
BR,ALONE,GILCAP,5/27/2025,B,2
BR,ALONE,GILCAP,5/27/2025,FL,
BR,ALONE,GILCAP,5/27/2025,FR,
BR,ALONE,GILCAP,5/27/2025,V,13
BR,ALONE,GILCAP,5/30/2025,B,5
BR,ALONE,GILCAP,5/30/2025,FL,
BR,ALONE,GILCAP,5/30/2025,FR,
BR,ALONE,GILCAP,5/30/2025,V,10
BR,ALONE,GILCAP,6/2/2025,B,2
BR,ALONE,GILCAP,6/2/2025,FL,
BR,ALONE,GILCAP,6/2/2025,FR,
BR,ALONE,GILCAP,6/2/2025,V,13
BR,ALONE,GILCAP,6/6/2025,B,5
BR,ALONE,GILCAP,6/6/2025,FL,
BR,ALONE,GILCAP,6/6/2025,FR,
BR,ALONE,GILCAP,6/6/2025,V,10
BR,ALONE,GILCAP,6/9/2025,B,9
BR,ALONE,GILCAP,6/9/2025,FL,
BR,ALONE,GILCAP,6/9/2025,FR,
BR,ALONE,GILCAP,6/9/2025,V,6
BR,ALONE,GILCAP,6/17/2025,B,13
BR,ALONE,GILCAP,6/17/2025,FL,
BR,ALONE,GILCAP,6/17/2025,FR,
BR,ALONE,GILCAP,6/17/2025,V,1
BR,ALONE,GILCAP,6/20/2025,B,13
BR,ALONE,GILCAP,6/20/2025,FL,3
BR,ALONE,GILCAP,6/20/2025,FR,
BR,ALONE,GILCAP,6/20/2025,V,1
BR,ALONE,GILCAP,6/24/2025,B,13
BR,ALONE,GILCAP,6/24/2025,FL,4
BR,ALONE,GILCAP,6/24/2025,FR,
BR,ALONE,GILCAP,6/24/2025,V,
BR,ALONE,GILCAP,6/27/2025,B,13
BR,ALONE,GILCAP,6/27/2025,FL,5
BR,ALONE,GILCAP,6/27/2025,FR,
BR,ALONE,GILCAP,6/27/2025,V,
BR,ALONE,NAVSQU,3/25/2025,B,
BR,ALONE,NAVSQU,3/25/2025,FL,
BR,ALONE,NAVSQU,3/25/2025,FR,
BR,ALONE,NAVSQU,3/25/2025,V,15
BR,ALONE,NAVSQU,3/28/2025,B,
BR,ALONE,NAVSQU,3/28/2025,FL,
BR,ALONE,NAVSQU,3/28/2025,FR,
BR,ALONE,NAVSQU,3/28/2025,V,15
BR,ALONE,NAVSQU,4/1/2025,B,
BR,ALONE,NAVSQU,4/1/2025,FL,
BR,ALONE,NAVSQU,4/1/2025,FR,
