PARK,PLOT,PLOT,SUBPLOT,PLECON,NAVSQU,EPIDEN,PLAFIG,GILCAP,COLLOM,CLAPUR,COLLIN,BROHOR,ERILAN,CRESET,CYNECH,DAUCAR,GERDIS,LEUVUL,Madia,SHEARV,AIRCAR,ARRELA,BROELE,BRODIA,BROSTE,GALAPA,HOLLAN,LINBIE,MYODIS,PLALAN,RUAR,TORARV,VULBRO,agrostis spp,APOAND,CAMLEI,CASTEN,CERGLO,Cirsium,DACGLO,DIAARM,HYPPER,LACSER,LATVES,RUMCRI,SONASP,TAECAP,TRIDUB,Trifolium,Vicia,CARTUM,VEROFF,BROSIT,EPIBRA,CARHIR,NAVINT,CYTSCO,ACMAME,DICCON,WYEANG,NOTES
RF,DIVERSE,1,C3,17,0,2,0,0,3,0,1,0,13,,0,0,4,0,0,0,0,,,0,0,<1,0,0,0,,,,3,0,,,,0,,,,,1,,0,,,,,0,,0,,,,,,,,,
RF,DIVERSE,1,D3,10,0,0,0,0,1,1,1,0,9,,0,0,5,0,1,0,0,,,0,0,0,0,0,0,,,,2,0,0,0,0,0,,,,,1,,0,0,0,0,0,0,0,0,,,,,,,,,
RF,DIVERSE,1,E3,7,0,7,0,0,3,0,0,0,0,,0,0,4,0,0,0,0,,,0,0,0,0,0,2,,,,5,0,,,,0,,,,,1,,0,,,,,1,,10,,,,,,,,,
RF,DIVERSE,1,A4,1,0,1,0,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,<1,0,0,0,,,,4,0,,,,6,,,,,9,,0,,,,,1,,6,,,,,,,,,
RF,DIVERSE,1,B4,5,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,<1,0,0,0,,,,3,0,,,,4,,,,,4,,0,,,,,0,,9,,,,,,,,,
RF,DIVERSE,1,C4,5,0,2,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,<1,0,0,0,,,,2,0,,,,2,,,,,1,,0,,,,,0,,1,,,,,,,,,
RF,DIVERSE,1,D4,16,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,<1,0,0,0,,,,5,0,,,,0,,,,,2,,0,,,,,0,,3,,,,,,,,,
RF,DIVERSE,1,E4,4,0,3,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,7,0,,,,0,,,,,1,,0,,,,,0,,12,,,,,,,,,
RF,DIVERSE,1,A5,7,0,0,0,0,11,0,2,0,0,,0,0,5,0,0,0,0,,,0,0,0,0,0,0,,,,3,0,,,,9,,,,,0,,0,,,,,1,,6,,,,,,,,,
RF,DIVERSE,1,B5,12,0,1,0,0,5,0,2,0,0,,0,1,9,0,0,0,0,,,0,0,<1,0,0,0,,,,2,0,,,,5,,,,,1,,0,,,,,0,,2,,,,,,,,,
RF,DIVERSE,1,C5,20,0,0,0,0,3,0,0,1,0,,0,0,3,0,0,0,0,,,0,0,<1,0,0,0,,,,3,0,,,,2,,,,,4,,0,,,,,0,,0,,,,,,,,,
RF,DIVERSE,1,D5,6,0,0,0,0,3,0,0,0,0,,0,0,6,0,0,0,0,,,0,0,0,0,0,0,,,,8,0,,,,1,,,,,2,,0,,,,,0,,0,,,,,,,,,
RF,DIVERSE,1,E5,0,0,1,0,0,2,0,0,2,5,,0,0,2,0,0,0,0,,,0,0,0,0,0,0,,,,6,2,,,,1,,,,,1,,0,,,,,0,,3,,,,,,,,,
RF,DIVERSE,2,A1,9,0,0,0,0,9,2,0,0,0,,0,0,1,0,0,0,0,,,0,0,<1,0,0,0,,,,8,<1,,,,8,,,,,0,,0,,,,,0,,0,,,,,,,,,
RF,DIVERSE,2,B1,23,0,3,0,0,3,1,4,0,0,,0,1,2,0,0,0,0,0,0,0,0,<1,0,0,0,,,,7,0,,,,5,,,,,0,,0,,,,,0,,2,,,,,,,,,
RF,DIVERSE,2,C1,12,0,2,0,0,1,1,0,0,0,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,4,<1,,,,0,,,,,0,,0,,,,,0,,3,,,,,,,,,
RF,DIVERSE,2,D1,15,0,4,0,0,1,0,1,1,0,,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,,,,3,0,,,,4,,,,,0,,0,,,,,0,,0,,,,,,,,,
RF,DIVERSE,2,E1,5,0,1,0,0,2,0,0,1,1,,0,0,2,0,0,0,0,0,0,0,1,<1,0,0,0,,,,8,0,,,,1,,,,,2,,0,,,,,0,,4,,,,,,,,,
RF,DIVERSE,2,A2,4,0,3,0,0,5,0,0,0,0,,0,0,2,0,0,0,0,,,0,0,<1,0,0,0,,,,5,0,,,,4,,,,,0,,0,,,,,0,,0,,,,,,,,1,
RF,DIVERSE,2,B2,18,0,2,0,0,4,2,1,0,0,,0,0,2,0,0,0,0,,,0,0,<1,0,0,2,,,,2,0,0,0,0,0,,,,,0,,0,,,,,0,,2,,,,,,,,,
RF,DIVERSE,2,C2,9,0,2,0,0,1,0,1,0,0,,0,0,3,0,0,0,0,,,0,0,<1,0,0,0,,,,5,0,,,,2,,,,,1,,0,,,,,0,,11,,,,,,,,,
RF,DIVERSE,2,D2,10,0,5,0,0,0,0,7,0,0,,0,0,2,0,0,0,0,,,0,0,<1,0,0,1,,,,3,0,,,,1,,,,1,0,,0,,,,,0,,3,,,,,,,,,
RF,DIVERSE,2,E2,6,0,4,0,0,1,0,3,1,0,,0,0,6,0,0,0,1,,,0,0,0,0,0,2,,,,4,0,,,,4,,,,,0,,0,,,,,0,,24,,,,,,,,,
RF,DIVERSE,2,A3,2,0,2,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,,,0,0,<1,0,0,0,,,,6,0,,,,0,,,,,3,,0,,,,,0,,4,,,,,,,,,
RF,DIVERSE,2,B3,3,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,,,0,0,<1,0,0,0,,,,4,0,,,,0,,,,,0,,0,,,,,0,,3,,,,,,,,,
RF,DIVERSE,2,C3,6,0,7,0,0,2,0,2,0,0,0,0,0,4,0,0,0,0,,,0,0,<1,0,0,0,,,,5,0,,,,0,,,,,5,,0,,,,,0,,1,,,,,,,,,
RF,DIVERSE,2,D3,17,0,1,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,,3,,,,,0,,0,,,,,0,,1,,,,,,,,,
RF,DIVERSE,2,E3,4,0,3,0,0,2,0,2,1,0,,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,<1,,,,2,,,,,1,,0,,,,,0,,4,,,,,,,,,
RF,DIVERSE,2,A4,1,0,3,0,0,1,0,0,0,0,,0,0,2,0,0,0,0,0,0,0,0,<1,0,0,0,,,,7,0,,,,0,,,,,24,,0,,,,,0,,3,,,,,,,,,
RF,DIVERSE,2,B4,3,0,5,0,0,9,0,0,0,0,,0,0,2,0,0,0,0,0,0,0,0,<1,0,0,5,,,,3,<1,,,,1,,,,,3,,0,,,,,0,,0,,,,,,,,,
RF,DIVERSE,2,C4,4,0,0,0,0,2,0,9,0,0,,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,,,,2,0,,,,1,,,,,3,,0,,,,,0,,4,,,,,,,,,
RF,DIVERSE,2,D4,6,0,2,0,1,1,0,16,0,0,,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,0,,,,0,,,,,0,,0,,,,,0,,1,,,,,,,,,
RF,DIVERSE,2,E4,2,0,4,0,0,2,0,3,1,0,,0,0,5,0,0,0,0,0,0,0,0,<1,0,0,0,,,,5,<1,,,,0,,,,,1,,0,,,,,0,,9,,,,,,,,,
RF,DIVERSE,2,A5,1,0,3,0,0,5,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,<1,0,0,0,,,,3,0,,,,0,,,,,10,,0,,,,,0,,2,,,,,,,,,
RF,DIVERSE,2,B5,0,0,9,0,0,5,0,0,0,0,,0,0,4,0,0,0,0,,,0,0,<1,0,0,0,,,,2,0,,,,0,,,,,10,,0,,,,,0,,3,,,,,,,,,
RF,DIVERSE,2,C5,0,0,8,0,0,6,0,3,0,0,,0,0,7,0,0,0,0,,,0,0,0,0,0,2,,,,3,0,,,,0,,,,,11,,0,,,,,0,,2,,,,1,,,,,
RF,DIVERSE,2,D5,5,0,3,0,0,4,0,4,1,0,,0,0,6,0,0,0,0,,,0,0,0,0,0,0,,,,1,0,,,,1,,,,,6,,0,,,,,0,,0,,,,,,,,,
RF,DIVERSE,2,E5,1,0,13,0,0,2,1,0,1,0,,0,0,6,0,0,0,0,,,0,1,0,0,0,0,,,,4,<1,,,,0,,,,,0,,0,,,,,0,,2,,,,,,,,,
RF,DIVERSE,3,A1,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,,,0,0,0,0,0,0,,,,8,0,,,,0,,,,,4,,0,1,,,,0,,1,,,,,,,,,
RF,DIVERSE,3,B1,0,0,5,0,0,13,0,0,0,0,,0,0,3,0,0,0,0,,,0,0,<1,0,0,0,,,,4,0,,,,0,,,,,2,,0,,,,,0,,4,,,,,,,,,
RF,DIVERSE,3,C1,2,0,2,0,0,2,0,0,0,0,,0,0,8,0,0,0,0,,,0,0,1,0,0,0,,,,4,0,,,,0,,,,,9,,0,,,,,0,,3,,,,,,,,,
RF,DIVERSE,3,D1,2,0,10,0,0,4,0,0,0,6,,0,0,6,0,0,0,0,,,0,0,2,0,0,3,,,,0,0,,,,0,,,,,8,,0,,,,,0,,10,,,,,,,,,
RF,DIVERSE,3,E1,0,0,12,0,0,1,0,0,0,0,,0,0,9,0,0,0,0,,,0,0,1,0,0,0,,,,3,0,,,,0,,,,,12,,0,,,,,0,,7,,,,,,,,,
RF,DIVERSE,3,A2,0,0,0,0,0,4,0,0,0,0,,0,1,2,0,0,0,0,,,0,0,0,0,0,0,,,,7,0,,,,0,,,,,3,,0,,,,,0,,30,,,,,,,,1,
RF,DIVERSE,3,B2,0,0,0,0,0,12,0,0,0,0,,0,1,4,0,0,0,0,,,0,0,<1,0,0,0,,,,5,<1,,,,0,,,,,6,,0,,,,,0,,0,,,1,,,,,,
RF,DIVERSE,3,C2,2,0,0,0,0,12,0,0,0,0,,0,0,5,0,0,0,0,,,0,0,0,0,0,0,,,,2,0,,,,0,,,,,2,,0,,,,,0,,3,,,,,,,,,
RF,DIVERSE,3,D2,0,0,3,0,0,2,0,0,0,14,,0,0,4,0,0,0,0,,,0,0,2,0,0,0,,,,2,0,,,,0,,,,,1,,0,,,,,0,,1,,,,,,,,,
RF,DIVERSE,3,E2,0,0,2,0,0,1,0,0,0,3,,0,0,2,0,0,0,0,,,0,0,1,0,0,0,,,,2,0,,,,0,,,,,10,,0,,,,,0,,3,,,,,,,,,
RF,DIVERSE,3,A3,0,0,0,0,0,0,0,0,0,0,,0,1,3,0,0,0,0,,,0,0,0,0,0,0,,,,9,0,,,,0,,,,,1,,0,,,,,0,,28,,,,,,,,,
RF,DIVERSE,3,B3,0,0,0,0,0,10,0,0,0,0,,0,0,2,0,0,0,0,,,0,0,0,0,0,0,,,,8,0,,,,1,,,,,2,,0,,,,,0,,1,,,,,,,,,
RF,DIVERSE,3,C3,1,0,1,0,0,8,0,0,0,0,,0,0,5,0,0,0,0,,,0,0,<1 ,0,0,1,,,,5,0,,,,0,,,,,5,,0,,,,,0,,6,,,,,,,,,
RF,DIVERSE,3,D3,3,0,0,0,0,6,0,0,0,0,,0,0,2,0,0,0,0,,,0,0,<1 ,0,0,1,,,,3,0,,,,0,,,,,5,,0,,,,,0,,6,,,,,,,,,
RF,DIVERSE,3,E3,0,0,0,0,0,5,0,0,0,0,,0,0,8,0,0,0,0,,,0,0,1,0,0,2,,,,4,0,,,,0,,,,,8,,0,,,,,0,,5,,,,,,,,,
RF,DIVERSE,3,A4,0,0,0,0,0,0,0,0,0,0,,0,1,2,0,0,0,0,,,0,0,0,0,0,0,,,,4,0,,,,0,,,,,0,,0,,,,,0,,15,,,,,,,,1,
RF,DIVERSE,3,B4,0,0,0,0,0,3,0,0,0,0,,0,1,4,0,0,0,0,,,0,0,0,0,0,0,,,,5,0,,,,0,,,,,0,,0,,,,,0,,18,,,,,,,,,
RF,DIVERSE,3,C4,0,0,4,0,0,7,0,0,0,0,,0,0,2,0,0,0,0,,,0,0,0,0,0,0,,,,5,<1,,,,0,,,,,8,,0,,,,,0,,6,,,,,,,,,
RF,DIVERSE,3,D4,4,0,0,0,0,7,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,0,3,,,,2,<1,,,,0,,,,,7,,0,,,,,0,,5,,,,,,,,,
RF,DIVERSE,3,E4,0,0,1,0,0,6,0,0,0,0,,0,0,2,0,0,0,0,,,0,0,0,0,0,1,,,,7,0,,,,0,,,,,9,,0,,,,,0,,3,,,,,,,,,
RF,DIVERSE,3,A5,0,0,1,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,,,0,0,0,0,0,0,,,,8,0,,,,0,,,,,0,,0,,,,,0,,9,,,,,,,,,
RF,DIVERSE,3,B5,1,0,1,0,0,2,0,1,0,0,,0,0,7,0,0,0,0,,,0,0,0,0,0,0,,,,7,0,,,,0,,,,,5,,0,,,,,0,,8,,,,,,,,,
RF,DIVERSE,3,C5,8,0,3,0,0,9,0,0,0,0,,0,0,2,0,0,0,0,,,0,0,0,0,0,0,,,,4,0,,,,1,,,,,8,,0,,,,,0,,4,,,,1,,,,,
RF,DIVERSE,3,D5,6,0,2,0,0,6,0,0,0,0,,0,0,4,0,0,0,0,,,0,0,0,0,0,0,,,,4,0,,,,1,,,,,7,,0,,,,,0,,10,,,1,,,,,,
RF,DIVERSE,3,E5,0,0,0,0,0,13,0,0,0,0,,0,0,4,0,0,0,0,,,0,0,0,0,0,0,,,,5,0,,,,2,,,,,8,,0,,,,,0,,0,,,1,,,,,,
RF,DIVERSE,4,A1,0,0,0,0,0,0,0,0,0,0,,0,0,2,0,0,0,0,,,0,0,0,0,0,0,,,,6,0,,,,1,,,,,1,,0,,,,,0,,6,,,,,,,,,
RF,DIVERSE,4,B1,0,0,0,0,0,6,0,0,0,0,,0,0,5,0,0,0,0,,,0,0,0,0,0,0,,,,10,0,,,,0,,,,,6,,0,,,,,0,,0,,,,,,,,,
RF,DIVERSE,4,C1,0,0,1,0,0,5,0,1,0,0,,0,0,10,0,0,0,0,,,0,0,1,0,0,0,,,,5,0,,,,0,,,,,7,,0,,,,,0,,0,,,,,,,,,
RF,DIVERSE,4,D1,1,0,1,0,0,2,0,0,0,0,,0,0,6,0,0,0,0,,,0,0,<1,0,0,1,,,,2,0,,,,1,,,,,9,,0,,,,,0,,17,,,,,,,,,
RF,DIVERSE,4,E1,2,0,5,0,0,11,0,0,0,0,,0,0,3,0,0,0,0,,,1,0,0,0,0,1,,,,3,<1,,,,1,,,,,10,,0,,,,,0,,5,,,,,,,,,
RF,DIVERSE,4,A2,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,,,0,0,0,0,0,0,,,,10,0,,,,0,,,,,1,,0,,,,,0,,0,,,,,,,,,
RF,DIVERSE,4,B2,0,0,0,0,0,4,0,0,0,0,,0,0,5,0,0,0,0,,,0,0,0,0,0,0,,,,10,0,,,,0,,,,,4,,0,,,,,0,,1,,,,,,,,1,
RF,DIVERSE,4,C2,1,0,0,0,0,9,0,0,0,0,,0,0,10,0,0,0,0,,,0,0,1,0,0,0,,,,7,0,,,,0,,,,,1,,0,,,,,0,,0,,,,,,,,,
RF,DIVERSE,4,D2,5,0,2,0,0,7,0,0,0,0,,0,0,1,0,0,0,0,,,0,0,0,0,0,0,,,,4,<1,,,,3,,,,,6,,0,,,,,0,,17,,,,1,,,,,
RF,DIVERSE,4,E2,2,0,4,0,0,6,0,0,0,0,,0,0,5,0,0,0,0,,,0,0,0,0,0,0,,,,1,0,,,,1,,,,,8,,0,,,,,0,,7,,,,,,,,,
RF,DIVERSE,4,A3,0,0,0,0,0,11,0,0,0,0,,0,0,2,0,1,0,0,,,0,0,<1,0,0,0,,,,10,0,,,,0,,,,,3,,0,,,,,0,,0,,,,,,,,,
RF,DIVERSE,4,B3,0,0,0,0,0,2,0,0,0,0,,0,0,5,0,0,0,0,,,0,0,0,0,0,0,,,,10,0,,,,0,,,,,2,,0,,,,,0,,0,,,,,,,,1,
RF,DIVERSE,4,C3,0,0,1,0,0,4,0,0,0,0,,0,0,5,0,,0,0,,,0,0,0,0,0,0,,,,8,0,,,,1,,,,,3,,0,,,,,0,,0,,,,,,,,,
RF,DIVERSE,4,D3,3,0,0,0,0,4,0,0,0,0,,0,1,3,0,0,0,0,,,0,0,0,0,0,0,,,,3,0,,,,0,,,,,1,,0,,,,,0,,5,,,,,,,,,
RF,DIVERSE,4,E3,0,0,3,0,0,7,0,0,0,0,,0,0,3,0,0,0,0,,,0,0,0,0,0,0,,,,2,0,,,,0,,,,,0,,0,,,,,0,,7,,,,,,,,,
RF,DIVERSE,4,A4,0,0,0,0,0,6,0,0,0,5,,0,0,1,0,0,0,0,,,0,0,0,0,0,0,,,,3,0,,,,0,,,,,2,,0,,,,,0,,2,,,,,,,,,
RF,DIVERSE,4,B4,0,0,0,0,0,5,0,0,0,0,,0,0,1,0,0,0,0,,,0,0,0,0,0,0,,,,8,0,,,,0,,,,,0,,0,,,,,0,,5,,,,,,,,,
RF,DIVERSE,4,C4,0,0,0,0,0,4,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,0,1,,,,9,0,,,,0,,,,,5,,0,,,,,0,,3,,,,,,,,,
RF,DIVERSE,4,D4,0,0,0,0,0,0,0,0,0,3,,0,0,3,0,0,0,0,,,0,0,0,0,0,0,,,,9,0,,,,0,,,,,0,,0,,,,,0,,2,,,,,,,,,
RF,DIVERSE,4,E4,0,0,2,0,0,15,0,0,0,0,,0,0,7,0,0,0,0,,,0,0,0,0,0,0,,,,9,0,,,,0,,,,,0,,0,,,,,0,,2,,,,,,,,,
RF,DIVERSE,4,A5,0,0,0,0,0,2,0,0,0,3,,0,0,2,0,0,0,0,,,0,0,0,0,0,1,,,,9,0,,,,0,,,,,2,,0,,,,,0,,4,,,,,,,,,
RF,DIVERSE,4,B5,0,0,0,0,0,5,0,0,0,2,,0,0,3,0,0,0,0,,,0,0,<1 ,0,0,0,,,,8,0,,,,0,,,,,0,,0,,,,,0,,8,,,,,,,,,
RF,DIVERSE,4,C5,0,0,0,0,0,2,0,0,0,0,,0,0,8,0,0,0,0,,,0,0,0,0,0,0,,,,10,0,,,,0,,,,,7,,0,,,,,0,,5,,,,,,,,,
RF,DIVERSE,4,D5,0,0,0,0,0,12,0,0,0,0,,0,0,10,0,0,0,0,,,0,0,0,0,0,0,,,,8,0,,,,0,,,,,4,,0,,,,,0,,6,,,,,,,,,
RF,DIVERSE,4,E5,0,0,1,0,0,23,0,0,0,0,,0,0,6,0,0,0,0,,,0,0,0,0,0,0,,,,8,0,,,,0,,,,,5,,0,,,,,0,,2,,,,,,,,,
RF,DIVERSE,5,A1,0,0,0,0,0,7,0,0,0,0,,0,0,2,0,0,0,0,,,0,0,<1,0,0,0,,,,8,<1,,,,0,,,,,0,,0,,,,,0,,0,,,,,,,,,
RF,DIVERSE,5,B1,0,0,0,0,0,13,0,0,0,0,,0,0,4,0,0,0,0,,,0,0,<1,0,0,0,,,,8,<1,,,,0,,,,,6,,0,,,,,0,,0,,,,,,,,,
RF,DIVERSE,5,C1,0,0,1,0,0,13,0,0,0,0,,0,0,5,0,0,0,0,,,0,0,0,0,0,0,,,,9,0,,,,0,,,,,3,,0,,,,,0,,0,,,,,,,,,
RF,DIVERSE,5,D1,0,0,0,0,0,14,0,0,0,0,,0,0,2,0,0,0,0,,,0,0,0,0,0,3,,,,8,0,,,,0,,,,,9,,0,,,,,0,,1,,,,,,,,,
RF,DIVERSE,5,E1,0,0,1,0,0,11,0,0,0,0,,0,0,5,0,0,0,0,,,0,0,0,0,0,18,,,,9,0,,,,0,,,,,4,,0,,,,,0,,3,,,,,,,,,
RF,DIVERSE,5,A2,0,0,0,0,0,9,0,0,0,0,,0,0,2,0,0,0,0,,,0,0,<1,0,0,0,,,,7,0,,,,0,,,,,0,,0,,,,,0,,0,,,,,,,,1,
RF,DIVERSE,5,B2,0,0,0,0,0,10,0,0,0,0,,0,0,1,0,0,0,0,,,0,0,1,0,0,3,,,,7,0,,,,0,,,,,0,,0,,,,,0,,14,,,,,,,,,
RF,DIVERSE,5,C2,0,0,2,0,0,11,0,0,0,0,,0,0,4,0,0,0,0,,,0,0,1,0,0,1,,,,5,0,,,,0,,,,,1,,0,,,,,0,,1,,,,,,,,,
RF,DIVERSE,5,D2,1,0,11,0,0,7,2,0,0,0,,0,0,3,0,0,0,0,,,0,0,1,0,0,0,,,,2,0,,,,0,,,,,2,,0,,,,,0,,0,,,,3,,,,,
RF,DIVERSE,5,E2,0,0,16,0,0,2,0,0,0,0,,0,0,5,0,0,0,0,,,0,0,0,0,0,0,,,,4,0,,,,0,,1,,,0,,0,,,,,0,,0,,,,1,,,,,
RF,DIVERSE,5,A3,0,0,1,0,0,16,5,0,0,0,,0,0,2,0,1,0,0,,,0,0,0,0,0,1,,,,4,<1,,,,0,,,,,0,,0,,,,,0,,1,,,,,,,,,
RF,DIVERSE,5,B3,0,0,3,0,0,7,2,0,0,0,,0,0,2,0,0,0,0,,,0,0,<1,0,0,0,,,,2,<1,,,,0,,,,,1,,0,,,,,0,,1,,,,,,,,,
RF,DIVERSE,5,C3,0,0,10,0,0,2,2,0,0,0,,0,0,3,0,0,0,0,,,0,0,1,0,0,0,,,,1,0,,,,0,,,,,0,,0,,,,,0,,0,,,,,,,,,
RF,DIVERSE,5,D3,0,0,19,0,0,8,0,0,0,0,,0,0,6,0,0,0,0,,,0,0,0,0,0,0,,,,0,1,,,,0,,,,,0,,0,,,,,0,,1,,,,,,,,,
RF,DIVERSE,5,E3,0,0,5,0,0,0,0,0,0,0,,0,0,2,0,0,0,0,,,0,0,0,0,0,0,,,,3,0,,,,0,,,,,0,,0,,,,,0,,2,,,,,,,,,
RF,DIVERSE,5,A4,0,0,12,0,0,5,5,0,0,0,,0,0,0,0,0,0,0,,,0,0,1,0,0,0,,,,2,0,,,,0,,,,,0,,0,,,,,0,,3,,,,2,,,,1,
RF,DIVERSE,5,B4,0,0,4,1,0,5,2,0,0,0,,0,0,2,0,0,0,0,,,0,0,<1,0,0,1,,,,3,0,,,,0,,,,,0,,0,,,,,0,,1,,,,1,,,,,
RF,DIVERSE,5,C4,0,0,5,0,0,2,3,0,0,0,,0,0,4,0,0,0,0,,,0,0,0,0,0,0,,,,2,0,,,,0,,,,,0,,0,,,,,0,,0,,,,,,,,,
RF,DIVERSE,5,D4,0,0,10,0,0,3,3,0,0,0,,0,0,3,0,0,0,0,,,0,0,0,0,0,0,,,,1,0,,,,0,,,,,0,,0,,,,,0,,0,,,,1,,,,,
RF,DIVERSE,5,E4,0,0,7,0,0,0,0,0,0,0,,0,0,5,0,0,0,0,,,0,0,0,0,0,0,,,,3,0,,,,0,,,,,0,,0,,,,,0,,0,,,,,,,,,
RF,DIVERSE,5,A5,0,0,20,1,0,1,8,0,0,0,,0,0,6,0,1,0,0,,,0,0,<1,0,0,5,,,,1,0,,,,0,,,,,0,,0,,,,,0,,4,,,,,,,,,
RF,DIVERSE,5,B5,0,0,1,0,0,0,5,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,7,0,,,,0,,,,,0,,0,,,,,0,,0,,,,,,,,,
RF,DIVERSE,5,C5,0,0,8,0,0,0,0,0,0,0,,0,0,3,0,0,0,0,,,0,0,0,0,0,0,,,,5,0,,,,0,,,,,1,,0,,,,,0,,0,,,,,,,,,
RF,DIVERSE,5,D5,0,0,4,0,0,1,2,0,0,0,,0,0,4,0,0,0,0,,,0,0,0,0,0,2,,,,1,0,,,,0,,,,,0,,0,,,,,0,,0,,,,,,,,,
RF,DIVERSE,5,E5,0,0,1,0,0,0,0,0,0,0,,0,0,10,0,0,0,1,,,0,0,0,0,0,0,,,,1,1,,,,0,,,,,3,,0,,,,,0,,12,,,,,,,,,
RF,DIVERSE,6,A1,0,0,1,0,0,3,4,0,0,0,,0,1,4,0,1,0,0,,,0,0,0,0,0,1,,,,0,0,,,,0,,,,,0,,0,,,,,0,,0,,,,,,,,8,
RF,DIVERSE,6,B1,0,0,14,0,0,4,1,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,0,1,,,,<1,1,,,,0,,,,,0,,0,,,,,0,,0,,,,,,,,,
