PARK,PLOT,PLOT,SUBPLOT,PLECON,NAVSQU,EPIDEN,PLAFIG,GILCAP,COLLOM,CLAPUR,COLLIN,BROHOR,ERILAN,CRESET,CYNECH,DAUCAR,GERDIS,LEUVUL,Madia,SHEARV,AIRCAR,ARRELA,BROELE,BRODIA,BROSTE,GALAPA,HOLLAN,LINBIE,MYODIS,PLALAN,RUAR,TORARV,VULBRO,agrostis spp,APOAND,CAMLEI,CASTEN,CERGLO,Cirsium,DACGLO,DIAARM,HYPPER,LACSER,LATVES,RUMCRI,SONASP,TAECAP,TRIDUB,Trifolium,Vicia,CARTUM,VEROFF,BROSIT,EPIBRA,CARHIR,NAVINT,CYTSCO,ACMAME,DICCON,WYEANG,NOTES
SEM,DIVERSE,3,B1,0,0,0,0,0,5,0,0,,,7,,,4,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,7,6,,,,,,,,,,,
SEM,DIVERSE,3,C1,0,0,0,0,3,1,0,4,,,6,,,5,,,3,,,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
SEM,DIVERSE,3,D1,1,0,7,0,2,0,0,6,1,,5,,,2,,,1,,,,,,1,,,,,,1,,,,,,2,,,,,,,,4,,,,2,,,,,,,,,,,
SEM,DIVERSE,3,E1,0,0,2,0,6,0,0,1,1,,11,,,3,,,1,,,,,,2,,,,,,,,,1,,,2,,,,,,,,2,,,,,,,,,,,,,,,
SEM,DIVERSE,3,A2,0,0,0,0,0,0,0,0,,,7,1,,2,,,5,,,,,,1,,,,,,,7,,,,,,,,,,,,,,,,3,4,,,,,,,,,,,
SEM,DIVERSE,3,B2,0,0,0,0,5,5,0,0,,,3,,,3,,,4,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,5,5,,,,,,,,,,,
SEM,DIVERSE,3,C2,0,0,0,0,5,1,0,1,,,4,1,,2,,,1,,,,,,1,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEM,DIVERSE,3,D2,0,0,5,0,8,0,0,1,,,8,,,2,,,1,,,,,,4,,,,,,,1,,,,,,,,,,,,,2,,,,1,,,1,,,,,,,,
SEM,DIVERSE,3,E2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEM,DIVERSE,3,A3,0,0,0,0,0,0,0,1,,,4,,,2,,,2,,,,,,4,,,,,,,6,,,,,,,,,,,,,,,,4,3,,,,,,,,,,,
SEM,DIVERSE,3,B3,0,0,0,0,0,0,0,0,,,5,,,1,,,7,,,,,,,,,,,,,8,,2,,,,,,,,,,,,,,12,8,,,,,,,,,,,
SEM,DIVERSE,3,C3,0,0,0,0,5,3,0,3,,,4,,,,,,3,,,,,,2,,,,,,,5,,1,,,,,,,,,,,,,,3,,,,1,,,,,,,,
SEM,DIVERSE,3,D3,0,0,2,0,4,0,0,3,,,7,,,3,,,2,,,,,,4,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
SEM,DIVERSE,3,E3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEM,DIVERSE,3,A4,0,0,0,0,0,0,0,0,,,11,,,1,,,3,,,,,,3,,,,,,,4,,,,,,,,,,,,,,,,5,,,,,,,,,,,,
SEM,DIVERSE,3,B4,0,0,0,0,1,0,0,0,,,7,,,2,,,1,,,,,,1,,,,,,,7,,3,,,,,,,,,,,,,,6,,,,,,,,,,,,
SEM,DIVERSE,3,C4,0,0,0,0,3,0,0,2,,,6,,,1,,,3,,,,,,,,,,,,,2,,,,,1,,,,,,,,,,,11,,,,,,,,,,,,
SEM,DIVERSE,3,D4,0,0,1,0,1,1,0,3,,,4,,,,,,3,,,,,,4,,,,,,,1,,,,,1,,,,,,,,,,,2,,,,1,,,,,,,,
SEM,DIVERSE,3,E4,0,0,0,0,0,0,0,0,,,7,,,2,,,4,,,,,,6,,,,,,,1,,,,,1,,,,,,,,3,,,3,1,,,1,,,,,,,,
SEM,DIVERSE,3,A5,0,0,0,0,0,0,0,0,,,6,,,1,,,1,,,,,,1,,,,,,,9,,,,,,,,,,,,,,,,6,,,,,,,,,,,,
SEM,DIVERSE,3,B5,0,0,0,0,0,0,0,0,,,1,,,,,,1,,,,,,,,,,,,,8,,1,,,,,,,,,,,,,,3,3,,,,,,,,,,,
SEM,DIVERSE,3,C5,0,0,0,0,2,0,0,0,,,6,,,2,,,4,,,,,,5,,,,,,,2,,,,,1,,,,,,,,2,,,8,,,,1,,,,,,,,
SEM,DIVERSE,3,D5,0,0,0,0,0,0,0,1,1,,7,,,1,,,2,,,,,,2,,,,,,,3,,,,,2,,,,,,,,,,,6,,,,1,,,,,,,,
SEM,DIVERSE,3,E5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEM,DIVERSE,4,A1,0,0,0,0,0,1,0,0,,,8,1,,2,,,1,,,,,,1,,,,,,,,,1,,,2,,,,,,,,,,,12,5,,,,,,,,,,,
SEM,DIVERSE,4,B1,0,0,0,0,1,3,1,1,,,4,1,,1,,,1,,,,,,2,,,,,,,4,,,,,,,,,,,,,,,,14,12,,,1,,,,,,,,
SEM,DIVERSE,4,C1,0,0,0,0,1,2,4,2,,,6,2,,4,,,1,,,,,,2,,,,,,1,2,,,,,1,,,,,,,,,,,7,7,,,,,,,,,,,
SEM,DIVERSE,4,D1,1,0,2,0,0,6,0,4,,,6,,,2,,,2,,,,,,3,,,,,,1,1,,,,,1,,,,,,,,,,,1,6,,,,,,,,,,,
SEM,DIVERSE,4,E1,0,0,4,0,3,1,0,0,,,16,,,,,,1,,,,,,1,,,,,,,,,1,,,1,,,,,,,,,,,,8,,,1,,,,,,,,
SEM,DIVERSE,4,A2,0,0,0,0,0,4,4,0,,,4,3,,4,,,,,,,,,,,,,,,,,,2,,,3,,,,,,,,1,,,1,3,,,1,,,,,,,,
SEM,DIVERSE,4,B2,0,0,0,0,0,1,1,0,,,9,1,,4,,,1,,,,,,1,,,,,,2,1,,,,,1,,,,,,,,,,,,3,,,,,,,,,,,
SEM,DIVERSE,4,C2,0,0,1,0,2,1,2,2,1,,4,,,2,,,1,,,,,,3,,,,,,1,7,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,
SEM,DIVERSE,4,D2,1,0,2,0,5,9,0,2,,,4,,,,,,1,,,,,,2,,,,,,,8,,,,,,,,,,,,,,,,2,8,,,,,,,,,,,
SEM,DIVERSE,4,E2,0,0,0,0,1,0,0,2,,,11,,,,,,,,,,,,2,,,,,,1,2,,1,,,1,,,,,,,,,,,,5,,,,,,,,,,,
SEM,DIVERSE,4,A3,0,4,2,0,0,0,1,0,,,12,1,2,,,,,,,,,,1,,,,,,2,,,,,,2,,,,,,,,,,,7,1,,,1,,,,,,,,
SEM,DIVERSE,4,B3,0,0,1,0,0,0,2,0,,,10,,,2,,,1,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,
SEM,DIVERSE,4,C3,1,0,2,0,0,7,6,2,,4,,,,2,,,1,,,,,,,,,,,,3,,,3,,,,,,,,,,,,,,1,5,,1,,,,,,,,,
SEM,DIVERSE,4,D3,0,0,3,0,0,6,0,2,,,3,,,1,,,1,,,,,,1,,,,,,1,5,,1,,,,,,,,,,,,,,,6,,,,,,,,,,,
SEM,DIVERSE,4,E3,0,0,7,0,7,1,0,2,,9,8,,,1,,,2,,,,,,1,,,,,,,1,,,,,1,,,,,,,,,,,,4,,,,,,,,,,,
SEM,DIVERSE,4,A4,0,0,0,0,0,0,0,0,,7,14,1,,3,,,1,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,6,1,,1,,,,,,,,,
SEM,DIVERSE,4,B4,0,0,0,0,0,0,0,0,,,16,,,2,,,1,,,,,,1,,,,,,3,,,1,,,,,,,,,,,,,,8,1,,,,,,,,,,,
SEM,DIVERSE,4,C4,0,0,1,0,0,1,0,0,,,12,,,2,,,3,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,
SEM,DIVERSE,4,D4,0,0,2,0,0,1,0,0,,,12,1,,1,,,3,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,
SEM,DIVERSE,4,E4,0,0,1,0,0,0,0,1,,,13,,,1,,,3,,,,,,,,,,,,2,1,,,,,5,,,,,,,,,,,,1,,,1,,,,,,,,
SEM,DIVERSE,4,A5,0,0,0,0,0,1,0,0,,2,16,,,,,,2,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,2,,,,,,,,,,,,
SEM,DIVERSE,4,B5,0,0,0,0,1,0,0,0,,,18,1,,3,,,1,,,,,,,,,,,,1,1,,1,,,,,,,1,,,,,,,2,1,,,,,,,,,,,
SEM,DIVERSE,4,C5,0,0,0,0,0,3,0,1,,,3,,,2,,,8,,,,,,1,,,,,,1,3,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
SEM,DIVERSE,4,D5,1,0,3,0,1,1,0,1,1,,2,1,,,,,6,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,
SEM,DIVERSE,4,E5,1,0,3,0,3,2,0,0,1,,,,,,,,3,,,,,,1,,,,,,,1,,1,,,,,,,,,,,,,,,3,,,,,,,,,,,
SEM,DIVERSE,5,A1,0,0,0,0,3,0,0,0,,4,15,1,,2,,,1,,,,,,,,,,,,,4,,4,,,,,,,,,,,,,,7,1,,2,,,,,,,,,
SEM,DIVERSE,5,B1,0,0,0,0,2,2,0,0,,,10,1,,1,,,3,,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,8,2,,2,1,,,,,,,,
SEM,DIVERSE,5,C1,0,0,0,0,1,0,0,0,,,15,1,,,4,,1,,,,,,3,,,,,,,,,2,,,1,,,,,,,,,,,10,4,,,,,,,,,,,
SEM,DIVERSE,5,D1,0,0,0,0,0,1,0,0,,,12,2,,2,,,1,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,1,,,2,,,,,,,,,
SEM,DIVERSE,5,E1,0,0,0,0,0,1,0,0,,,51,4,,1,1,,3,,,,,,1,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,
SEM,DIVERSE,5,A2,0,0,0,0,0,0,0,2,,3,15,1,,2,,,2,,,1,,,,,,,,,3,,,,,,,,,,,,,,,,,9,,,1,1,,,,,,,,
SEM,DIVERSE,5,B2,0,0,0,0,0,0,0,0,,2,11,,,,1,,1,,,,,,3,,,,,,,,,1,,,1,,,,,,,,1,,,15,,,1,1,,,,,,,,
SEM,DIVERSE,5,C2,0,0,0,0,1,0,0,1,,,,2,,1,1,,1,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,8,2,,,,,,,,,,,
SEM,DIVERSE,5,D2,0,0,0,0,1,2,0,0,,,15,1,,1,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,3,,,,,,,,,
SEM,DIVERSE,5,E2,0,0,0,0,0,0,0,0,,,21,1,,,,,2,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,,
SEM,DIVERSE,5,A3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEM,DIVERSE,5,B3,0,0,0,0,0,2,0,0,,,11,1,,2,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,7,,,,2,,,,,,,,
SEM,DIVERSE,5,C3,0,0,1,0,1,0,1,0,,,18,,,,,,1,,,,,,1,,,,,,,,,,,,2,,,,1,,,,,,,6,,,,,,,,,,,,
SEM,DIVERSE,5,D3,0,0,0,0,0,2,1,2,,,11,1,,,2,,1,,,,,,1,,,,,,2,2,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
SEM,DIVERSE,5,E3,0,0,0,0,0,0,0,0,,,12,1,,1,1,,1,,,,,,1,,,,,,1,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
SEM,DIVERSE,5,A4,0,0,0,0,0,0,0,0,,,6,2,,2,,,1,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,3,,,,1,,,,,,,,
SEM,DIVERSE,5,B4,0,0,3,0,0,0,2,0,,,13,1,,1,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
SEM,DIVERSE,5,C4,0,0,7,0,1,2,9,0,,,13,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEM,DIVERSE,5,D4,0,0,3,0,2,0,1,1,,,14,,,,,,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,
SEM,DIVERSE,5,E4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
SEM,DIVERSE,5,A5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEM,DIVERSE,5,B5,0,0,5,0,0,1,0,0,,,4,,,,,,<1,,,,,,<1,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,
SEM,DIVERSE,5,C5,0,0,3,0,0,1,3,0,,,11,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
SEM,DIVERSE,5,D5,0,0,2,0,1,1,0,0,,,16,,,,,,1,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,1,,,1,,,,,,,,
SEM,DIVERSE,5,E5,0,0,4,0,0,1,0,0,,,10,2,,,1,,1,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,
SEM,DIVERSE,6,A1,0,0,0,0,1,0,0,0,,,8,,,,,,2,,,,,,,,,,,,,9,,,,,1,,,,,,,,,,,5,1,,,,,,,,,,,
SEM,DIVERSE,6,B1,0,0,0,0,3,1,1,0,,2,,,,,,,3,,,,,,,,,,,,,2,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,
SEM,DIVERSE,6,C1,0,0,0,0,5,2,0,0,,,9,,,,,,5,,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,3,7,,,1,,,,,,,,
SEM,DIVERSE,6,D1,0,0,1,0,2,2,0,1,,,6,,,2,,,3,,,,,,1,,,,,,1,,,1,,,2,,,,,,,,,,,,2,,,,,,,,,,,
SEM,DIVERSE,6,E1,0,0,0,0,0,0,0,0,,,6,,,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,
SEM,DIVERSE,6,A2,0,0,0,0,2,0,0,3,,,8,,,1,,,3,,,,,,2,,,,,,4,6,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,
SEM,DIVERSE,6,B2,0,0,0,0,7,0,0,4,,,8,,,,,,3,,,,,,1,,,,,,1,4,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,
SEM,DIVERSE,6,C2,0,0,0,0,1,0,0,3,,,7,,,2,,,2,,,,,,1,,,,,,3,1,,,,,,,,,,,,,,,,,4,,,,,,,,,,,
SEM,DIVERSE,6,D2,0,0,0,0,0,0,0,2,,,4,,,1,,,3,,1,,,,,,,,,,,1,,,,,2,,,,,,,,,,,4,2,,,,,,,,,,,
SEM,DIVERSE,6,E2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEM,DIVERSE,6,A3,0,0,0,0,1,0,0,0,,,8,,,1,,,3,,,,,,1,,,,,,,7,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
SEM,DIVERSE,6,B3,0,0,0,0,1,0,0,1,,8,4,,,,,,4,,,,,,,,,,,,,9,,,,,1,,,,,,,,,,,,3,,,,,,,,,,,
SEM,DIVERSE,6,C3,0,0,0,0,1,2,0,1,,,6,,,1,,,2,,,,,,1,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEM,DIVERSE,6,D3,0,0,0,0,3,0,0,5,,,11,1,,3,,,3,,,,,,,,,,,,2,4,,3,,,3,,,,,,,,,,,,1,,,,,,,,,,,
SEM,DIVERSE,6,E3,0,0,0,0,0,0,0,3,,,7,1,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEM,DIVERSE,6,A4,0,0,0,0,1,0,0,0,,,6,,,,,,2,,,,,,1,,,,,,,9,,1,,,,,,,,,,,,,,2,1,,,,,,,,,,,
SEM,DIVERSE,6,B4,0,0,0,0,3,0,0,0,,1,8,,,,,,,,,,,,,,,,,,,5,,2,,,,,,,,,,,,,,,3,,,,,,,,,,,
SEM,DIVERSE,6,C4,1,0,0,0,2,0,0,3,,,11,1,,3,,,2,,,,,,,,,,,,1,2,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,
SEM,DIVERSE,6,D4,0,0,0,0,2,0,0,5,,,16,1,,2,3,,5,,,,,,2,,,,,,,3,,,,,2,,,,,,,,,,,3,2,,,,,,,,,,,
SEM,DIVERSE,6,E4,0,0,0,0,0,0,0,4,,,6,1,,,,,1,,1,,,,,,,1,,,2,1,,1,,,,,,,,,,,,,,5,,,2,,,,,,,,,
SEM,DIVERSE,6,A5,0,0,0,0,1,0,0,0,,,8,,,,,,1,,,,,,1,,,,,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
SEM,DIVERSE,6,B5,0,0,1,0,4,0,0,0,,,10,,,,,,2,,,,,,1,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
SEM,DIVERSE,6,C5,0,0,0,0,1,0,0,2,,,6,,,1,1,,1,,,,,,1,,,,,,,2,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,
SEM,DIVERSE,6,D5,0,0,0,0,0,0,0,5,,,7,1,,1,,,4,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,3,1,,,,,,,,,,,
SEM,DIVERSE,6,E5,0,0,0,0,5,0,0,0,,,19,3,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
